"Date","Demographic_category","Administered_Dose1","Series_Complete_Yes","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup","census"
"2021-05-05","Race_eth_known",81845083,62499458,0,0,0
"2021-05-04","Race_eth_known",81446153,61794816,0,0,0
"2021-05-03","Race_eth_known",81220326,61368244,0,0,0
"2021-05-02","Race_eth_known",80971032,60948872,0,0,0
"2021-05-01","Race_eth_known",80503918,60162244,0,0,0
"2021-04-30","Race_eth_known",79765564,59027400,0,0,0
"2021-04-29","Race_eth_known",79106476,57968336,0,0,0
"2021-04-28","Race_eth_known",78465028,56979045,0,0,0
"2021-04-27","Race_eth_known",77916585,56169503,0,0,0
"2021-04-26","Race_eth_known",77482734,55644235,0,0,0
"2021-04-25","Race_eth_known",76933121,54963016,0,0,0
"2021-04-24","Race_eth_known",76228075,53964976,0,0,0
"2021-04-23","Race_eth_known",75456325,52858000,0,0,0
"2021-04-22","Race_eth_known",74639019,51692734,0,0,0
"2021-04-21","Race_eth_known",73861116,50680112,0,0,0
"2021-04-20","Race_eth_known",73203893,49858532,0,0,0
"2021-04-19","Race_eth_known",72703434,49387042,0,0,0
"2021-04-18","Race_eth_known",72127156,48724589,0,0,0
"2021-04-17","Race_eth_known",71148006,47589678,0,0,0
"2021-04-16","Race_eth_known",70159462,46454072,0,0,0
"2021-04-15","Race_eth_known",69164112,45375022,0,0,0
"2021-04-14","Race_eth_known",68120604,44313724,0,0,0
"2021-04-13","Race_eth_known",67147756,43344216,0,0,0
"2021-04-12","Race_eth_known",66242644,42558716,0,0,0
"2021-04-11","Race_eth_known",65281551,41628302,0,0,0
"2021-04-10","Race_eth_known",64152410,40513390,0,0,0
"2021-04-09","Race_eth_known",62831669,39219824,0,0,0
"2021-04-08","Race_eth_known",61532031,38084928,0,0,0
"2021-04-07","Race_eth_known",60332291,37009873,0,0,0
"2021-04-06","Race_eth_known",59377619,36150839,0,0,0
"2021-04-05","Race_eth_known",57160884,34308501,0,0,0
"2021-04-04","Race_eth_known",57152085,34289989,0,0,0
"2021-04-03","Race_eth_known",57127197,34248467,0,0,0
"2021-04-02","Race_eth_known",55795606,33152899,0,0,0
"2021-04-01","Race_eth_known",54414774,32055518,0,0,0
"2021-03-31","Race_eth_known",53311969,31181967,0,0,0
"2021-03-30","Race_eth_known",52424574,30474483,0,0,0
"2021-03-29","Race_eth_known",51904155,30030482,0,0,0
"2021-03-28","Race_eth_known",51125655,29403197,0,0,0
"2021-03-27","Race_eth_known",50081010,28525976,0,0,0
"2021-03-26","Race_eth_known",48856504,27658639,0,0,0
"2021-03-25","Race_eth_known",47653216,26930156,0,0,0
"2021-03-24","Race_eth_known",46656920,26328691,0,0,0
"2021-03-23","Race_eth_known",45733646,25827769,0,0,0
"2021-03-22","Race_eth_known",45165859,25500391,0,0,0
"2021-03-21","Race_eth_known",44420010,25055017,0,0,0
"2021-03-20","Race_eth_known",43274343,24436610,0,0,0
"2021-03-19","Race_eth_known",42122644,23794943,0,0,0
"2021-03-18","Race_eth_known",41161268,23237543,0,0,0
"2021-03-17","Race_eth_known",40185967,22666382,0,0,0
"2021-03-16","Race_eth_known",39447317,22156433,0,0,0
"2021-03-15","Race_eth_known",38974151,21826351,0,0,0
"2021-03-14","Race_eth_known",38323320,21352681,0,0,0
"2021-03-13","Race_eth_known",37332103,20713902,0,0,0
"2021-03-12","Race_eth_known",35827245,19799846,0,0,0
"2021-03-11","Race_eth_known",34774454,19091468,0,0,0
"2021-03-10","Race_eth_known",33857047,18506237,0,0,0
"2021-03-09","Race_eth_known",33107585,18016149,0,0,0
"2021-03-08","Race_eth_known",32609108,17709596,0,0,0
"2021-03-07","Race_eth_known",31987023,17295047,0,0,0
"2021-03-06","Race_eth_known",31154470,16705508,0,0,0
"2021-03-05","Race_eth_known",30187187,16071282,0,0,0
"2021-03-04","Race_eth_known",29406710,15534729,0,0,0
"2021-03-03","Race_eth_known",28727876,15028227,0,0,0
"2021-03-02","Race_eth_known",28146665,14602350,0,0,0
"2021-03-01","Race_eth_known",27786455,14370227,0,0,0
"2021-02-28","Race_eth_known",27241305,13974075,0,0,0
"2021-02-27","Race_eth_known",26502669,13333753,0,0,0
"2021-02-26","Race_eth_known",25809808,12696033,0,0,0
"2021-02-25","Race_eth_known",25205195,12107467,0,0,0
"2021-02-24","Race_eth_known",24715193,11615520,0,0,0
"2021-02-23","Race_eth_known",24317459,11214164,0,0,0
"2021-02-22","Race_eth_known",24120812,10998726,0,0,0
"2021-02-21","Race_eth_known",23837495,10654561,0,0,0
"2021-02-20","Race_eth_known",23412928,10095493,0,0,0
"2021-02-19","Race_eth_known",22971301,9615760,0,0,0
"2021-02-18","Race_eth_known",22436032,9117070,0,0,0
"2021-02-17","Race_eth_known",22024604,8714135,0,0,0
"2021-02-16","Race_eth_known",21691057,8458189,0,0,0
"2021-02-15","Race_eth_known",21545197,8316068,0,0,0
"2021-02-14","Race_eth_known",21131217,8036966,0,0,0
"2021-02-13","Race_eth_known",20357322,7381509,0,0,0
"2021-02-12","Race_eth_known",19589928,6741133,0,0,0
"2021-02-11","Race_eth_known",18921157,6183411,0,0,0
"2021-02-10","Race_eth_known",18368347,5743085,0,0,0
"2021-02-09","Race_eth_known",17836419,5357115,0,0,0
"2021-02-08","Race_eth_known",17534117,5190998,0,0,0
"2021-02-07","Race_eth_known",17050243,4963048,0,0,0
"2021-02-06","Race_eth_known",16318887,4473790,0,0,0
"2021-02-05","Race_eth_known",15529005,4004578,0,0,0
"2021-02-04","Race_eth_known",14916514,3674295,0,0,0
"2021-02-03","Race_eth_known",14398706,3392252,0,0,0
"2021-02-02","Race_eth_known",13993830,3220734,0,0,0
"2021-02-01","Race_eth_known",13734438,3145278,0,0,0
"2021-01-31","Race_eth_known",13256301,3002372,0,0,0
"2021-01-30","Race_eth_known",12564750,2783955,0,0,0
"2021-01-29","Race_eth_known",11889600,2538767,0,0,0
"2021-01-28","Race_eth_known",11241668,2265522,0,0,0
"2021-01-27","Race_eth_known",10632377,2023492,0,0,0
"2021-01-26","Race_eth_known",10150119,1853312,0,0,0
"2021-01-25","Race_eth_known",9805684,1793322,0,0,0
"2021-01-24","Race_eth_known",9304409,1711356,0,0,0
"2021-01-23","Race_eth_known",8570932,1595964,0,0,0
"2021-01-22","Race_eth_known",7953642,1468577,0,0,0
"2021-01-21","Race_eth_known",7334346,1281629,0,0,0
"2021-01-20","Race_eth_known",6903009,1149370,0,0,0
"2021-01-19","Race_eth_known",6548097,1070561,0,0,0
"2021-01-18","Race_eth_known",6321635,1037802,0,0,0
"2021-01-17","Race_eth_known",5996436,1000432,0,0,0
"2021-01-16","Race_eth_known",5515669,937538,0,0,0
"2021-01-15","Race_eth_known",5020363,852918,0,0,0
"2021-01-14","Race_eth_known",4591516,721516,0,0,0
"2021-01-13","Race_eth_known",4251322,580331,0,0,0
"2021-01-12","Race_eth_known",3961082,446562,0,0,0
"2021-01-11","Race_eth_known",3823596,401546,0,0,0
"2021-01-10","Race_eth_known",3624383,335554,0,0,0
"2021-01-09","Race_eth_known",3302771,202632,0,0,0
"2021-01-08","Race_eth_known",2978824,105322,0,0,0
"2021-01-07","Race_eth_known",2662107,46834,0,0,0
"2021-01-06","Race_eth_known",2383731,16820,0,0,0
"2021-01-05","Race_eth_known",2176265,6556,0,0,0
"2021-01-04","Race_eth_known",2083108,5920,0,0,0
"2021-01-03","Race_eth_known",1981433,5669,0,0,0
"2021-01-02","Race_eth_known",1902280,5441,0,0,0
"2021-01-01","Race_eth_known",1719467,4834,0,0,0
"2020-12-31","Race_eth_known",1443645,4120,0,0,0
"2020-12-30","Race_eth_known",1228278,3452,0,0,0
"2020-12-29","Race_eth_known",1042385,2643,0,0,0
"2020-12-28","Race_eth_known",993372,2454,0,0,0
"2020-12-27","Race_eth_known",943250,2379,0,0,0
"2020-12-26","Race_eth_known",915617,2336,0,0,0
"2020-12-25","Race_eth_known",829986,2041,0,0,0
"2020-12-24","Race_eth_known",641540,1686,0,0,0
"2020-12-23","Race_eth_known",466068,1128,0,0,0
"2020-12-22","Race_eth_known",336842,928,0,0,0
"2020-12-21","Race_eth_known",283204,713,0,0,0
"2020-12-20","Race_eth_known",219077,410,0,0,0
"2020-12-19","Race_eth_known",103280,161,0,0,0
"2020-12-18","Race_eth_known",37087,29,0,0,0
"2020-12-17","Race_eth_known",8242,7,0,0,0
"2020-12-16","Race_eth_known",978,0,0,0,0
"2020-12-15","Race_eth_known",0,0,0,0,0
"2020-12-14","Race_eth_known",0,0,0,0,0
"2020-12-13","Race_eth_known",0,0,0,0,0
"2021-05-19","Race_eth_Hispanic",12012734,8922804,23,17.1,52218655
"2021-05-18","Race_eth_Hispanic",11888611,8774812,22.8,16.8,52218655
"2021-05-17","Race_eth_Hispanic",11810228,8686655,22.6,16.6,52218655
"2021-05-16","Race_eth_Hispanic",11712324,8560594,22.4,16.4,52218655
"2021-05-15","Race_eth_Hispanic",11578686,8380193,22.2,16,52218655
"2021-05-14","Race_eth_Hispanic",11419314,8139373,21.9,15.6,52218655
"2021-05-13","Race_eth_Hispanic",11317261,7962572,21.7,15.2,52218655
"2021-05-12","Race_eth_Hispanic",11206903,7772320,21.5,14.9,52218655
"2021-05-11","Race_eth_Hispanic",11106079,7621064,21.3,14.6,52218655
"2021-05-10","Race_eth_Hispanic",11013810,7492783,21.1,14.3,52218655
"2021-05-09","Race_eth_Hispanic",10882022,7293719,20.8,14,52218655
"2021-05-08","Race_eth_Hispanic",10744189,7057931,20.6,13.5,52218655
"2021-05-07","Race_eth_Hispanic",10581127,6819472,20.3,13.1,52218655
"2021-05-06","Race_eth_Hispanic",10441690,6638803,20,12.7,52218655
"2021-05-05","Race_eth_Hispanic",10314840,6484515,19.8,12.4,52218655
"2021-05-04","Race_eth_Hispanic",10220162,6370137,19.6,12.2,52218655
"2021-05-03","Race_eth_Hispanic",10174738,6306900,19.5,12.1,52218655
"2021-05-02","Race_eth_Hispanic",10120992,6240173,19.4,12,52218655
"2021-05-01","Race_eth_Hispanic",10022968,6123104,19.2,11.7,52218655
"2021-04-30","Race_eth_Hispanic",9858688,5951415,18.9,11.4,52218655
"2021-04-29","Race_eth_Hispanic",9733071,5807280,18.6,11.1,52218655
"2021-04-28","Race_eth_Hispanic",9602162,5670128,18.4,10.9,52218655
"2021-04-27","Race_eth_Hispanic",9478905,5555936,18.2,10.6,52218655
"2021-04-26","Race_eth_Hispanic",9394316,5487042,18,10.5,52218655
"2021-04-25","Race_eth_Hispanic",9288213,5391286,17.8,10.3,52218655
"2021-04-24","Race_eth_Hispanic",9148575,5254833,17.5,10.1,52218655
"2021-04-23","Race_eth_Hispanic",8999579,5112974,17.2,9.8,52218655
"2021-04-22","Race_eth_Hispanic",8853811,4974979,17,9.5,52218655
"2021-04-21","Race_eth_Hispanic",8704737,4845815,16.7,9.3,52218655
"2021-04-20","Race_eth_Hispanic",8579414,4738167,16.4,9.1,52218655
"2021-04-19","Race_eth_Hispanic",8493014,4679404,16.3,9,52218655
"2021-04-18","Race_eth_Hispanic",8392226,4602462,16.1,8.8,52218655
"2021-04-17","Race_eth_Hispanic",8209622,4459769,15.7,8.5,52218655
"2021-04-16","Race_eth_Hispanic",8032902,4325498,15.4,8.3,52218655
"2021-04-15","Race_eth_Hispanic",7861433,4200676,15.1,8,52218655
"2021-04-14","Race_eth_Hispanic",7657054,4070612,14.7,7.8,52218655
"2021-04-13","Race_eth_Hispanic",7487031,3951829,14.3,7.6,52218655
"2021-04-12","Race_eth_Hispanic",7347622,3860658,14.1,7.4,52218655
"2021-04-11","Race_eth_Hispanic",7175218,3734897,13.7,7.2,52218655
"2021-04-10","Race_eth_Hispanic",6986552,3597445,13.4,6.9,52218655
"2021-04-09","Race_eth_Hispanic",6806654,3461913,13,6.6,52218655
"2021-04-08","Race_eth_Hispanic",6622380,3339575,12.7,6.4,52218655
"2021-04-07","Race_eth_Hispanic",6449936,3223935,12.4,6.2,52218655
"2021-04-06","Race_eth_Hispanic",6312105,3129962,12.1,6,52218655
"2021-04-05","Race_eth_Hispanic",5995939,2937225,11.5,5.6,52218655
"2021-04-04","Race_eth_Hispanic",5995135,2935527,11.5,5.6,52218655
"2021-04-03","Race_eth_Hispanic",5992891,2932492,11.5,5.6,52218655
"2021-04-02","Race_eth_Hispanic",5810588,2821687,11.1,5.4,52218655
"2021-04-01","Race_eth_Hispanic",5633238,2711768,10.8,5.2,52218655
"2021-03-31","Race_eth_Hispanic",5489736,2631637,10.5,5,52218655
"2021-03-30","Race_eth_Hispanic",5358048,2557130,10.3,4.9,52218655
"2021-03-29","Race_eth_Hispanic",5279825,2515417,10.1,4.8,52218655
"2021-03-28","Race_eth_Hispanic",5178209,2461560,9.9,4.7,52218655
"2021-03-27","Race_eth_Hispanic",5038102,2375657,9.6,4.5,52218655
"2021-03-26","Race_eth_Hispanic",4883638,2295956,9.4,4.4,52218655
"2021-03-25","Race_eth_Hispanic",4741439,2224302,9.1,4.3,52218655
"2021-03-24","Race_eth_Hispanic",4606662,2159138,8.8,4.1,52218655
"2021-03-23","Race_eth_Hispanic",4492783,2108653,8.6,4,52218655
"2021-03-22","Race_eth_Hispanic",4430335,2082689,8.5,4,52218655
"2021-03-21","Race_eth_Hispanic",4350894,2045790,8.3,3.9,52218655
"2021-03-20","Race_eth_Hispanic",4212302,1979698,8.1,3.8,52218655
"2021-03-19","Race_eth_Hispanic",4073167,1916713,7.8,3.7,52218655
"2021-03-18","Race_eth_Hispanic",3959374,1867701,7.6,3.6,52218655
"2021-03-17","Race_eth_Hispanic",3841850,1817675,7.4,3.5,52218655
"2021-03-16","Race_eth_Hispanic",3756163,1770789,7.2,3.4,52218655
"2021-03-15","Race_eth_Hispanic",3692348,1739587,7.1,3.3,52218655
"2021-03-14","Race_eth_Hispanic",3627939,1711082,6.9,3.3,52218655
"2021-03-13","Race_eth_Hispanic",3533514,1666437,6.8,3.2,52218655
"2021-03-12","Race_eth_Hispanic",3376015,1582958,6.5,3,52218655
"2021-03-11","Race_eth_Hispanic",3265403,1526539,6.3,2.9,52218655
"2021-03-10","Race_eth_Hispanic",3180865,1485132,6.1,2.8,52218655
"2021-03-09","Race_eth_Hispanic",3095200,1440411,5.9,2.8,52218655
"2021-03-08","Race_eth_Hispanic",3052646,1422733,5.8,2.7,52218655
"2021-03-07","Race_eth_Hispanic",2999372,1396727,5.7,2.7,52218655
"2021-03-06","Race_eth_Hispanic",2912485,1350542,5.6,2.6,52218655
"2021-03-05","Race_eth_Hispanic",2824132,1306973,5.4,2.5,52218655
"2021-03-04","Race_eth_Hispanic",2760953,1276006,5.3,2.4,52218655
"2021-03-03","Race_eth_Hispanic",2692881,1232435,5.2,2.4,52218655
"2021-03-02","Race_eth_Hispanic",2637236,1201487,5.1,2.3,52218655
"2021-03-01","Race_eth_Hispanic",2607217,1187525,5,2.3,52218655
"2021-02-28","Race_eth_Hispanic",2567478,1164540,4.9,2.2,52218655
"2021-02-27","Race_eth_Hispanic",2493676,1118628,4.8,2.1,52218655
"2021-02-26","Race_eth_Hispanic",2443166,1085566,4.7,2.1,52218655
"2021-02-25","Race_eth_Hispanic",2384872,1040836,4.6,2,52218655
"2021-02-24","Race_eth_Hispanic",2341106,1008109,4.5,1.9,52218655
"2021-02-23","Race_eth_Hispanic",2305465,980736,4.4,1.9,52218655
"2021-02-22","Race_eth_Hispanic",2290673,967898,4.4,1.9,52218655
"2021-02-21","Race_eth_Hispanic",2274322,950361,4.4,1.8,52218655
"2021-02-20","Race_eth_Hispanic",2234276,912674,4.3,1.7,52218655
"2021-02-19","Race_eth_Hispanic",2200847,880720,4.2,1.7,52218655
"2021-02-18","Race_eth_Hispanic",2156588,840308,4.1,1.6,52218655
"2021-02-17","Race_eth_Hispanic",2119454,807936,4.1,1.5,52218655
"2021-02-16","Race_eth_Hispanic",2095543,792371,4,1.5,52218655
"2021-02-15","Race_eth_Hispanic",2073259,778508,4,1.5,52218655
"2021-02-14","Race_eth_Hispanic",2046382,763803,3.9,1.5,52218655
"2021-02-13","Race_eth_Hispanic",1970555,704903,3.8,1.3,52218655
"2021-02-12","Race_eth_Hispanic",1888363,643710,3.6,1.2,52218655
"2021-02-11","Race_eth_Hispanic",1827907,598169,3.5,1.1,52218655
"2021-02-10","Race_eth_Hispanic",1772746,557891,3.4,1.1,52218655
"2021-02-09","Race_eth_Hispanic",1723237,525332,3.3,1,52218655
"2021-02-08","Race_eth_Hispanic",1693218,503551,3.2,1,52218655
"2021-02-07","Race_eth_Hispanic",1645370,485779,3.2,0.9,52218655
"2021-02-06","Race_eth_Hispanic",1578789,445176,3,0.9,52218655
"2021-02-05","Race_eth_Hispanic",1504656,405352,2.9,0.8,52218655
"2021-02-04","Race_eth_Hispanic",1451178,378444,2.8,0.7,52218655
"2021-02-03","Race_eth_Hispanic",1402849,350156,2.7,0.7,52218655
"2021-02-02","Race_eth_Hispanic",1360419,330416,2.6,0.6,52218655
"2021-02-01","Race_eth_Hispanic",1339836,323067,2.6,0.6,52218655
"2021-01-31","Race_eth_Hispanic",1297785,308017,2.5,0.6,52218655
"2021-01-30","Race_eth_Hispanic",1235321,284545,2.4,0.5,52218655
"2021-01-29","Race_eth_Hispanic",1177234,260309,2.3,0.5,52218655
"2021-01-28","Race_eth_Hispanic",1119532,234501,2.1,0.4,52218655
"2021-01-27","Race_eth_Hispanic",1066812,212414,2,0.4,52218655
"2021-01-26","Race_eth_Hispanic",1024155,195345,2,0.4,52218655
"2021-01-25","Race_eth_Hispanic",1000224,191881,1.9,0.4,52218655
"2021-01-24","Race_eth_Hispanic",961764,185892,1.8,0.4,52218655
"2021-01-23","Race_eth_Hispanic",896325,173890,1.7,0.3,52218655
"2021-01-22","Race_eth_Hispanic",831367,158979,1.6,0.3,52218655
"2021-01-21","Race_eth_Hispanic",773153,138840,1.5,0.3,52218655
"2021-01-20","Race_eth_Hispanic",736523,125787,1.4,0.2,52218655
"2021-01-19","Race_eth_Hispanic",706622,117113,1.4,0.2,52218655
"2021-01-18","Race_eth_Hispanic",675816,113692,1.3,0.2,52218655
"2021-01-17","Race_eth_Hispanic",645321,110826,1.2,0.2,52218655
"2021-01-16","Race_eth_Hispanic",592494,102701,1.1,0.2,52218655
"2021-01-15","Race_eth_Hispanic",534340,92086,1,0.2,52218655
"2021-01-14","Race_eth_Hispanic",488674,78374,0.9,0.2,52218655
"2021-01-13","Race_eth_Hispanic",450957,63251,0.9,0.1,52218655
"2021-01-12","Race_eth_Hispanic",418985,48522,0.8,0.1,52218655
"2021-01-11","Race_eth_Hispanic",403935,44669,0.8,0.1,52218655
"2021-01-10","Race_eth_Hispanic",384631,38973,0.7,0.1,52218655
"2021-01-09","Race_eth_Hispanic",341892,21970,0.7,0,52218655
"2021-01-08","Race_eth_Hispanic",305807,11306,0.6,0,52218655
"2021-01-07","Race_eth_Hispanic",276443,5568,0.5,0,52218655
"2021-01-06","Race_eth_Hispanic",252670,2791,0.5,0,52218655
"2021-01-05","Race_eth_Hispanic",229401,766,0.4,0,52218655
"2021-01-04","Race_eth_Hispanic",224385,720,0.4,0,52218655
"2021-01-03","Race_eth_Hispanic",214201,649,0.4,0,52218655
"2021-01-02","Race_eth_Hispanic",208068,636,0.4,0,52218655
"2021-01-01","Race_eth_Hispanic",190541,595,0.4,0,52218655
"2020-12-31","Race_eth_Hispanic",160028,534,0.3,0,52218655
"2020-12-30","Race_eth_Hispanic",134894,402,0.3,0,52218655
"2020-12-29","Race_eth_Hispanic",114243,313,0.2,0,52218655
"2020-12-28","Race_eth_Hispanic",108194,236,0.2,0,52218655
"2020-12-27","Race_eth_Hispanic",103511,230,0.2,0,52218655
"2020-12-26","Race_eth_Hispanic",101637,225,0.2,0,52218655
"2020-12-25","Race_eth_Hispanic",91247,175,0.2,0,52218655
"2020-12-24","Race_eth_Hispanic",70218,99,0.1,0,52218655
"2020-12-23","Race_eth_Hispanic",52100,69,0.1,0,52218655
"2020-12-22","Race_eth_Hispanic",38996,52,0.1,0,52218655
"2020-12-21","Race_eth_Hispanic",33921,45,0.1,0,52218655
"2020-12-20","Race_eth_Hispanic",26496,35,0.1,0,52218655
"2020-12-19","Race_eth_Hispanic",12723,17,0,0,52218655
"2020-12-18","Race_eth_Hispanic",3926,4,0,0,52218655
"2020-12-17","Race_eth_Hispanic",442,0,0,0,52218655
"2020-12-16","Race_eth_Hispanic",88,0,0,0,52218655
"2021-05-19","Ages_75+_yrs",17791288,15389126,83,71.8,21438732
"2021-05-18","Ages_75+_yrs",17772888,15356894,82.9,71.6,21438732
"2021-05-17","Ages_75+_yrs",17760840,15339549,82.8,71.6,21438732
"2021-05-16","Ages_75+_yrs",17741108,15318896,82.8,71.5,21438732
"2021-05-15","Ages_75+_yrs",17715396,15285453,82.6,71.3,21438732
"2021-05-14","Ages_75+_yrs",17684981,15239143,82.5,71.1,21438732
"2021-05-13","Ages_75+_yrs",17660785,15201783,82.4,70.9,21438732
"2021-05-12","Ages_75+_yrs",17634594,15160464,82.3,70.7,21438732
"2021-05-11","Ages_75+_yrs",17614815,15129906,82.2,70.6,21438732
"2021-05-10","Ages_75+_yrs",17596036,15106828,82.1,70.5,21438732
"2021-05-09","Ages_75+_yrs",17576673,15079409,82,70.3,21438732
"2021-05-08","Ages_75+_yrs",17550047,15037510,81.9,70.1,21438732
"2021-05-07","Ages_75+_yrs",17515399,14987201,81.7,69.9,21438732
"2021-05-06","Ages_75+_yrs",17470358,14922745,81.5,69.6,21438732
"2021-05-05","Ages_75+_yrs",17373313,14838871,81,69.2,21438732
"2021-05-04","Ages_75+_yrs",17345118,14800394,80.9,69,21438732
"2021-05-03","Ages_75+_yrs",17330014,14782009,80.8,69,21438732
"2021-05-02","Ages_75+_yrs",17319175,14763711,80.8,68.9,21438732
"2021-05-01","Ages_75+_yrs",17294666,14725650,80.7,68.7,21438732
"2021-04-30","Ages_75+_yrs",17248525,14655433,80.5,68.4,21438732
"2021-04-29","Ages_75+_yrs",17206188,14592439,80.3,68.1,21438732
"2021-04-28","Ages_75+_yrs",17162107,14529529,80.1,67.8,21438732
"2021-04-27","Ages_75+_yrs",17131710,14480779,79.9,67.5,21438732
"2021-04-26","Ages_75+_yrs",17112516,14453661,79.8,67.4,21438732
"2021-04-25","Ages_75+_yrs",17089578,14419818,79.7,67.3,21438732
"2021-04-24","Ages_75+_yrs",17056154,14362576,79.6,67,21438732
"2021-04-23","Ages_75+_yrs",17008946,14281781,79.3,66.6,21438732
"2021-04-22","Ages_75+_yrs",16959642,14196688,79.1,66.2,21438732
"2021-04-21","Ages_75+_yrs",16920014,14125797,78.9,65.9,21438732
"2021-04-20","Ages_75+_yrs",16882892,14059173,78.7,65.6,21438732
"2021-04-19","Ages_75+_yrs",16849565,14013087,78.6,65.4,21438732
"2021-04-18","Ages_75+_yrs",16828584,13970286,78.5,65.2,21438732
"2021-04-17","Ages_75+_yrs",16781438,13876074,78.3,64.7,21438732
"2021-04-16","Ages_75+_yrs",16728539,13772904,78,64.2,21438732
"2021-04-15","Ages_75+_yrs",16661702,13641830,77.7,63.6,21438732
"2021-04-14","Ages_75+_yrs",16603029,13538826,77.4,63.2,21438732
"2021-04-13","Ages_75+_yrs",16532037,13445745,77.1,62.7,21438732
"2021-04-12","Ages_75+_yrs",16494203,13377872,76.9,62.4,21438732
"2021-04-11","Ages_75+_yrs",16448091,13298675,76.7,62,21438732
"2021-04-10","Ages_75+_yrs",16385439,13171006,76.4,61.4,21438732
"2021-04-09","Ages_75+_yrs",16296206,13003362,76,60.7,21438732
"2021-04-08","Ages_75+_yrs",16219447,12858296,75.7,60,21438732
"2021-04-07","Ages_75+_yrs",16151025,12718755,75.3,59.3,21438732
"2021-04-06","Ages_75+_yrs",16095781,12593784,75.1,58.7,21438732
"2021-04-05","Ages_75+_yrs",15974602,12314070,74.5,57.4,21438732
"2021-04-04","Ages_75+_yrs",15974107,12311991,74.5,57.4,21438732
"2021-04-03","Ages_75+_yrs",15972597,12308180,74.5,57.4,21438732
"2021-04-02","Ages_75+_yrs",15885869,12118880,74.1,56.5,21438732
"2021-04-01","Ages_75+_yrs",15760308,11902234,73.5,55.5,21438732
"2021-03-31","Ages_75+_yrs",15681768,11716347,73.1,54.7,21438732
"2021-03-30","Ages_75+_yrs",15610766,11574654,72.8,54,21438732
"2021-03-29","Ages_75+_yrs",15573929,11484923,72.6,53.6,21438732
"2021-03-28","Ages_75+_yrs",15521551,11361893,72.4,53,21438732
"2021-03-27","Ages_75+_yrs",15435262,11164859,72,52.1,21438732
"2021-03-26","Ages_75+_yrs",15326352,10951333,71.5,51.1,21438732
"2021-03-25","Ages_75+_yrs",15202729,10757900,70.9,50.2,21438732
"2021-03-24","Ages_75+_yrs",15099971,10597865,70.4,49.4,21438732
"2021-03-23","Ages_75+_yrs",15000983,10459666,70,48.8,21438732
"2021-03-22","Ages_75+_yrs",14919893,10365196,69.6,48.3,21438732
"2021-03-21","Ages_75+_yrs",14850949,10245652,69.3,47.8,21438732
"2021-03-20","Ages_75+_yrs",14733555,10060651,68.7,46.9,21438732
"2021-03-19","Ages_75+_yrs",14592575,9844616,68.1,45.9,21438732
"2021-03-18","Ages_75+_yrs",14474994,9647213,67.5,45,21438732
"2021-03-17","Ages_75+_yrs",14345068,9444302,66.9,44.1,21438732
"2021-03-16","Ages_75+_yrs",14227489,9237026,66.4,43.1,21438732
"2021-03-15","Ages_75+_yrs",14145596,9092085,66,42.4,21438732
"2021-03-14","Ages_75+_yrs",14043334,8912797,65.5,41.6,21438732
"2021-03-13","Ages_75+_yrs",13893623,8682832,64.8,40.5,21438732
"2021-03-12","Ages_75+_yrs",13568471,8363930,63.3,39,21438732
"2021-03-11","Ages_75+_yrs",13385659,8070519,62.4,37.6,21438732
"2021-03-10","Ages_75+_yrs",13207941,7833992,61.6,36.5,21438732
"2021-03-09","Ages_75+_yrs",13061474,7658500,60.9,35.7,21438732
"2021-03-08","Ages_75+_yrs",12952271,7536600,60.4,35.2,21438732
"2021-03-07","Ages_75+_yrs",12838952,7369171,59.9,34.4,21438732
"2021-03-06","Ages_75+_yrs",12644700,7122174,59,33.2,21438732
"2021-03-05","Ages_75+_yrs",12384312,6812172,57.8,31.8,21438732
"2021-03-04","Ages_75+_yrs",12155372,6535692,56.7,30.5,21438732
"2021-03-03","Ages_75+_yrs",11964086,6290352,55.8,29.3,21438732
"2021-03-02","Ages_75+_yrs",11806663,6079342,55.1,28.4,21438732
"2021-03-01","Ages_75+_yrs",11659569,5923686,54.4,27.6,21438732
"2021-02-28","Ages_75+_yrs",11506369,5688158,53.7,26.5,21438732
"2021-02-27","Ages_75+_yrs",11273496,5363427,52.6,25,21438732
"2021-02-26","Ages_75+_yrs",11031570,5016677,51.5,23.4,21438732
"2021-02-25","Ages_75+_yrs",10812219,4691736,50.4,21.9,21438732
"2021-02-24","Ages_75+_yrs",10638087,4413366,49.6,20.6,21438732
"2021-02-23","Ages_75+_yrs",10496605,4187474,49,19.5,21438732
"2021-02-22","Ages_75+_yrs",10421569,4052285,48.6,18.9,21438732
"2021-02-21","Ages_75+_yrs",10312251,3854022,48.1,18,21438732
"2021-02-20","Ages_75+_yrs",10124254,3546215,47.2,16.5,21438732
"2021-02-19","Ages_75+_yrs",9937968,3261972,46.4,15.2,21438732
"2021-02-18","Ages_75+_yrs",9704385,2977947,45.3,13.9,21438732
"2021-02-17","Ages_75+_yrs",9521995,2761808,44.4,12.9,21438732
"2021-02-16","Ages_75+_yrs",9377051,2627748,43.7,12.3,21438732
"2021-02-15","Ages_75+_yrs",9269638,2516497,43.2,11.7,21438732
"2021-02-14","Ages_75+_yrs",9072740,2351209,42.3,11,21438732
"2021-02-13","Ages_75+_yrs",8768215,2075151,40.9,9.7,21438732
